100000 1000
96935 3664 167 57774
96936 58094 1 96937
96937 58094 2 96938
96938 58094 3 96939
96939 58094 4 96940
96940 58094 5 96941
96941 58094 6 96942
96942 58094 7 96943
96943 58094 8 11944
96944 54153 95 32351
96945 0 0 0
96946 42546 56 96947
96947 42546 57 51852
96948 7488 90 4656
96949 24246 21 96950
96950 24246 22 96951
96951 24246 23 85378
96952 18454 115 1
96953 65435 37 69518
96954 62119 32 96955
96955 62119 33 96956
96956 62119 34 96957
96957 62119 35 3320
96958 8438 2 57178
96959 0 0 0
96960 0 0 0
96961 29546 34 96962
96962 29546 35 96963
96963 29546 36 29740
96964 33812 87 96965
96965 33812 88 96966
96966 33812 89 96967
96967 33812 90 96968
96968 33812 91 96969
96969 33812 92 96970
96970 33812 93 96971
96971 33812 94 96972
96972 33812 95 96973
96973 33812 96 96974
96974 33812 97 96975
96975 33812 98 96976
96976 33812 99 96977
96977 33812 100 60498
96978 47405 15 51200
96979 32571 155 59638
96980 40032 48 29840
96981 0 0 0
96982 38282 80 96983
96983 38282 81 51229
96984 54691 154 20738
96985 30800 3 6432
96986 19162 127 76485
96987 51977 111 17071
96988 7458 8 1
96989 0 0 0
96990 25933 92 30409
96991 51353 12 28559
96992 46461 63 96993
96993 46461 64 96994
96994 46461 65 45154
96995 58339 102 60202
96996 0 0 0
96997 0 0 0
96998 47857 53 56497
96999 0 0 0
97000 3856 45 75574
97001 1598 9 79030
97002 14279 117 81919
97003 0 0 0
97004 44405 5 59519
97005 48795 107 35370
97006 2749 1 97007
97007 2749 2 97008
97008 2749 3 97009
97009 2749 4 97010
97010 2749 5 97011
97011 2749 6 97012
97012 2749 7 97013
97013 2749 8 97014
97014 2749 9 97015
97015 2749 10 97016
97016 2749 11 66782
97017 57117 121 68424
97018 0 0 0
97019 0 0 0
97020 54691 65 12596
97021 0 0 0
97022 0 0 0
97023 32571 115 53225
97024 0 0 0
97025 0 0 0
97026 51977 84 29377
97027 30951 25 18178
97028 42607 2 92161
97029 42546 23 97030
97030 42546 24 97031
97031 42546 25 32600
97032 8438 115 27282
97033 0 0 0
97034 40613 20 99425
97035 61622 137 79522
97036 65003 53 53303
97037 47099 70 97038
97038 47099 71 97039
97039 47099 72 81040
97040 5017 75 4220
97041 0 0 0
97042 9754 15 69414
97043 64234 14 67669
97044 2583 36 56026
97045 61898 128 97046
97046 61898 129 97047
97047 61898 130 51250
97048 9715 87 36511
97049 0 0 0
97050 0 0 0
97051 63899 75 14676
97052 56638 6 98524
97053 40032 18 26581
97054 49414 53 10650
97055 0 0 0
97056 46461 98 97057
97057 46461 99 97058
97058 46461 100 24822
97059 36286 42 45562
97060 58339 41 24708
97061 20818 17 97062
97062 20818 18 97063
97063 20818 19 97064
97064 20818 20 97065
97065 20818 21 6677
97066 15685 57 67400
97067 33848 39 12636
97068 34217 136 97069
97069 34217 137 43065
97070 57117 101 50159
97071 0 0 0
97072 0 0 0
97073 0 0 0
97074 2145 23 10878
97075 0 0 0
97076 23335 37 97077
97077 23335 38 97078
97078 23335 39 97079
97079 23335 40 97080
97080 23335 41 97081
97081 23335 42 97082
97082 23335 43 97083
97083 23335 44 97084
97084 23335 45 97085
97085 23335 46 97086
97086 23335 47 34860
97087 63822 12 73332
97088 39237 19 16244
97089 31705 45 26058
97090 0 0 0
97091 0 0 0
97092 64581 111 1294
97093 12576 107 91602
97094 42607 101 83343
97095 14824 61 5863
97096 11956 50 97097
97097 11956 51 97098
97098 11956 52 97099
97099 11956 53 97100
97100 11956 54 97101
97101 11956 55 97102
97102 11956 56 97103
97103 11956 57 27046
97104 27602 60 68210
97105 0 0 0
97106 8438 96 53365
97107 57898 53 51518
97108 56520 67 18268
97109 0 0 0
97110 49968 118 65100
97111 5271 46 56874
97112 0 0 0
97113 50496 11 41261
97114 9272 133 97115
97115 9272 134 97116
97116 9272 135 97117
97117 9272 136 19116
97118 44153 5 68794
97119 0 0 0
97120 9754 87 78562
97121 6700 42 97122
97122 6700 43 97123
97123 6700 44 97124
97124 6700 45 97125
97125 6700 46 97126
97126 6700 47 97127
97127 6700 48 97128
97128 6700 49 97129
97129 6700 50 76990
97130 64436 35 31276
97131 0 0 0
97132 25933 115 41951
97133 36229 54 39326
97134 15702 19 4808
97135 34989 4 14212
97136 0 0 0
97137 0 0 0
97138 41454 8 9228
97139 47099 116 97140
97140 47099 117 97141
97141 47099 118 36664
97142 39016 6 30762
97143 63056 45 65539
97144 17885 15 40056
97145 12470 34 97171
97146 5271 33 93802
97147 0 0 0
97148 18982 52 97149
97149 18982 53 55794
97150 31298 41 69374
97151 0 0 0
97152 53415 87 97153
97153 53415 88 87151
97154 2420 103 2107
97155 0 0 0
97156 6583 94 92219
97157 27602 81 39662
97158 0 0 0
97159 39016 80 68168
97160 58686 67 7550
97161 0 0 0
97162 44984 50 53860
97163 3664 112 97164
97164 3664 113 97165
97165 3664 114 66846
97166 47857 3 11153
97167 61991 33 78391
97168 7912 148 97169
97169 7912 149 29058
97170 64581 94 81866
97171 12470 35 66438
97172 17687 62 87216
97173 0 0 0
97174 43316 95 97175
97175 43316 96 97176
97176 43316 97 97177
97177 43316 98 97178
97178 43316 99 3849
97179 49866 105 86880
97180 0 0 0
97181 0 0 0
97182 28837 57 97183
97183 28837 58 45227
97184 62511 76 69536
97185 48795 43 62183
97186 45846 48 65058
97187 0 0 0
97188 13812 101 21115
97189 56520 23 39038
97190 55001 88 97191
97191 55001 89 73606
97192 31933 15 80224
97193 0 0 0
97194 21020 35 97195
97195 21020 36 97196
97196 21020 37 97197
97197 21020 38 97198
97198 21020 39 97199
97199 21020 40 97200
97200 21020 41 97201
97201 21020 42 97202
97202 21020 43 97203
97203 21020 44 97204
97204 21020 45 118
97205 54928 15 50540
97206 0 0 0
97207 0 0 0
97208 43010 66 39160
97209 0 0 0
97210 10489 100 97211
97211 10489 101 97212
97212 10489 102 97213
97213 10489 103 46040
97214 15685 63 59528
97215 22587 64 28372
97216 0 0 0
97217 0 0 0
97218 32571 144 40643
97219 0 0 0
97220 0 0 0
97221 61609 94 2324
97222 15095 7 36758
97223 7730 5 97224
97224 7730 6 97225
97225 7730 7 37825
97226 36229 23 73220
97227 0 0 0
97228 25933 7 67033
97229 0 0 0
97230 49414 62 65218
97231 13067 88 97232
97232 13067 89 1
97233 0 0 0
97234 49414 100 61644
97235 0 0 0
97236 0 0 0
97237 45586 114 97238
97238 45586 115 97239
97239 45586 116 97240
97240 45586 117 97241
97241 45586 118 97242
97242 45586 119 97243
97243 45586 120 49620
97244 17382 55 23511
97245 0 0 0
97246 40006 55 57009
97247 22188 59 76912
97248 0 0 0
97249 0 0 0
97250 8676 65 46312
97251 31298 114 63311
97252 15702 28 84139
97253 0 0 0
97254 12390 134 75987
97255 26460 2 76838
97256 12576 63 74902
97257 0 0 0
97258 10996 58 97259
97259 10996 59 97260
97260 10996 60 97261
97261 10996 61 97262
97262 10996 62 97263
97263 10996 63 97264
97264 10996 64 97265
97265 10996 65 97266
97266 10996 66 97267
97267 10996 67 97268
97268 10996 68 97269
97269 10996 69 97270
97270 10996 70 97271
97271 10996 71 97272
97272 10996 72 92036
97273 53442 57 73817
97274 36229 95 89681
97275 33751 27 97276
97276 33751 28 97277
97277 33751 29 26780
97278 12736 149 9586
97279 0 0 0
97280 45293 154 97281
97281 45293 155 97282
97282 45293 156 97283
97283 45293 157 97284
97284 45293 158 97285
97285 45293 159 23786
97286 17687 20 61040
97287 0 0 0
97288 40551 10 97289
97289 40551 11 39679
97290 54691 15 25494
97291 33133 146 97292
97292 33133 147 97293
97293 33133 148 68575
97294 65179 94 48420
97295 0 0 0
97296 22188 66 69774
97297 0 0 0
97298 63730 120 97299
97299 63730 121 97300
97300 63730 122 97301
97301 63730 123 37936
97302 1684 59 15180
97303 0 0 0
97304 63472 31 36996
97305 17860 42 67882
97306 2420 114 80508
97307 30625 76 72874
97308 65413 142 96818
97309 0 0 0
97310 18454 32 71426
97311 0 0 0
97312 45910 73 29617
97313 0 0 0
97314 18878 1 97315
97315 18878 2 97316
97316 18878 3 97317
97317 18878 4 97318
97318 18878 5 97319
97319 18878 6 97320
97320 18878 7 99572
97321 31090 1 97322
97322 31090 2 97323
97323 31090 3 97324
97324 31090 4 97325
97325 31090 5 97326
97326 31090 6 97327
97327 31090 7 97328
97328 31090 8 97329
97329 31090 9 97330
97330 31090 10 97331
97331 31090 11 97332
97332 31090 12 97333
97333 31090 13 97334
97334 31090 14 97335
97335 31090 15 97336
97336 31090 16 97337
97337 31090 17 97338
97338 31090 18 97339
97339 31090 19 36494
97340 33917 68 18498
97341 7784 10 12447
97342 42607 23 96043
97343 0 0 0
97344 0 0 0
97345 57898 102 76622
97346 65179 39 21204
97347 29546 122 97348
97348 29546 123 56168
97349 15685 71 88276
97350 19609 128 97351
97351 19609 129 97352
97352 19609 130 97353
97353 19609 131 87370
97354 5017 95 92957
97355 5941 45 97356
97356 5941 46 97357
97357 5941 47 23092
97358 35363 69 52172
97359 13812 84 64098
97360 58694 49 97361
97361 58694 50 97362
97362 58694 51 97363
97363 58694 52 16314
97364 33561 5 48084
97365 0 0 0
97366 29823 52 11365
97367 0 0 0
97368 56613 49 87574
97369 35802 21 97370
97370 35802 22 97371
97371 35802 23 97372
97372 35802 24 97373
97373 35802 25 97374
97374 35802 26 19482
97375 34906 85 89176
97376 42503 134 75138
97377 34496 11 16457
97378 63899 94 93172
97379 0 0 0
97380 0 0 0
97381 10458 1 59147
97382 58849 48 97383
97383 58849 49 97384
97384 58849 50 97385
97385 58849 51 97386
97386 58849 52 97387
97387 58849 53 97388
97388 58849 54 97389
97389 58849 55 97390
97390 58849 56 97391
97391 58849 57 97392
97392 58849 58 97393
97393 58849 59 97394
97394 58849 60 97395
97395 58849 61 97396
97396 58849 62 97397
97397 58849 63 97398
97398 58849 64 97399
97399 58849 65 97400
97400 58849 66 97401
97401 58849 67 97402
97402 58849 68 97403
97403 58849 69 97404
97404 58849 70 97405
97405 58849 71 97406
97406 58849 72 97407
97407 58849 73 97408
97408 58849 74 97409
97409 58849 75 97410
97410 58849 76 97411
97411 58849 77 97412
97412 58849 78 97413
97413 58849 79 97414
97414 58849 80 97415
97415 58849 81 97416
97416 58849 82 97417
97417 58849 83 97418
97418 58849 84 97419
97419 58849 85 97420
97420 58849 86 97421
97421 58849 87 97422
97422 58849 88 97423
97423 58849 89 97424
97424 58849 90 97425
97425 58849 91 97426
97426 58849 92 97427
97427 58849 93 97428
97428 58849 94 97429
97429 58849 95 97430
97430 58849 96 97431
97431 58849 97 97432
97432 58849 98 97433
97433 58849 99 97434
97434 58849 100 97435
97435 58849 101 97436
97436 58849 102 97437
97437 58849 103 37504
97438 12736 32 48701
97439 0 0 0
97440 25749 34 2077
97441 0 0 0
97442 45586 44 97443
97443 45586 45 97444
97444 45586 46 97445
97445 45586 47 24043
97446 1514 90 61004
97447 0 0 0
97448 57117 114 47724
97449 49 51 62819
97450 35363 30 84528
97451 0 0 0
97452 47144 15 66713
97453 0 0 0
97454 60711 2 78512
97455 0 0 0
97456 57069 99 88844
97457 9715 85 74782
97458 64374 34 97459
97459 64374 35 97460
97460 64374 36 97461
97461 64374 37 54571
97462 39099 56 80586
97463 0 0 0
97464 24173 52 11326
97465 0 0 0
97466 27332 1 97467
97467 27332 2 97468
97468 27332 3 97469
97469 27332 4 11186
97470 64636 33 11843
97471 42607 29 35666
97472 63472 111 4162
97473 0 0 0
97474 56638 15 61567
97475 0 0 0
97476 1598 19 22514
97477 0 0 0
97478 12390 60 52476
97479 58375 45 1
97480 3980 138 97481
97481 3980 139 97482
97482 3980 140 97483
97483 3980 141 54404
97484 1514 66 94899
97485 63075 47 59356
97486 53415 125 97487
97487 53415 126 86241
97488 5592 1 97489
97489 5592 2 97490
97490 5592 3 97491
97491 5592 4 97492
97492 5592 5 97493
97493 5592 6 97494
97494 5592 7 97495
97495 5592 8 97496
97496 5592 9 97497
97497 5592 10 97498
97498 5592 11 97499
97499 5592 12 97500
97500 5592 13 97501
97501 5592 14 97502
97502 5592 15 97503
97503 5592 16 97504
97504 5592 17 97505
97505 5592 18 97506
97506 5592 19 97507
97507 5592 20 97508
97508 5592 21 97509
97509 5592 22 97510
97510 5592 23 97511
97511 5592 24 1
97512 44908 35 19165
97513 50528 36 86824
97514 27451 15 79759
97515 0 0 0
97516 39016 35 19532
97517 52003 1 97518
97518 52003 2 97519
97519 52003 3 97520
97520 52003 4 97521
97521 52003 5 97522
97522 52003 6 97523
97523 52003 7 97524
97524 52003 8 97525
97525 52003 9 97526
97526 52003 10 97527
97527 52003 11 97528
97528 52003 12 97529
97529 52003 13 97530
97530 52003 14 97531
97531 52003 15 97532
97532 52003 16 97533
97533 52003 17 97534
97534 52003 18 97535
97535 52003 19 97536
97536 52003 20 97537
97537 52003 21 97538
97538 52003 22 97539
97539 52003 23 97540
97540 52003 24 97541
97541 52003 25 97542
97542 52003 26 97543
97543 52003 27 99488
97544 12736 135 5118
97545 0 0 0
97546 65435 123 86898
97547 0 0 0
97548 50496 47 31799
97549 48795 83 26272
97550 34391 65 97551
97551 34391 66 97552
97552 34391 67 25209
97553 53442 38 67112
97554 42032 21 97555
97555 42032 22 97556
97556 42032 23 97557
97557 42032 24 97558
97558 42032 25 97559
97559 42032 26 97560
97560 42032 27 97561
97561 42032 28 97562
97562 42032 29 97563
97563 42032 30 44738
97564 1148 6 16126
97565 39099 114 75707
97566 58686 116 40607
97567 0 0 0
97568 12736 130 77598
97569 0 0 0
97570 65413 86 77245
97571 0 0 0
97572 17382 117 22334
97573 0 0 0
97574 15685 11 66818
97575 18481 4 80810
97576 1598 91 35444
97577 0 0 0
97578 0 0 0
97579 9084 12 23352
97580 55374 1 97581
97581 55374 2 97582
97582 55374 3 97583
97583 55374 4 67188
97584 13625 19 32150
97585 0 0 0
97586 62119 147 97587
97587 62119 148 97588
97588 62119 149 97589
97589 62119 150 97590
97590 62119 151 97591
97591 62119 152 48454
97592 25217 21 98976
97593 0 0 0
97594 58267 122 97595
97595 58267 123 97596
97596 58267 124 97597
97597 58267 125 97598
97598 58267 126 97599
97599 58267 127 17087
97600 45646 145 97601
97601 45646 146 97602
97602 45646 147 97603
97603 45646 148 97604
97604 45646 149 97605
97605 45646 150 97606
97606 45646 151 97607
97607 45646 152 97608
97608 45646 153 97609
97609 45646 154 1
97610 48795 113 41911
97611 914 103 14988
97612 22587 10 83282
97613 0 0 0
97614 21494 96 97615
97615 21494 97 97616
97616 21494 98 20035
97617 51817 1 97618
97618 51817 2 97619
97619 51817 3 97620
97620 51817 4 97621
97621 51817 5 97622
97622 51817 6 97623
97623 51817 7 97624
97624 51817 8 97625
97625 51817 9 97626
97626 51817 10 97627
97627 51817 11 97628
97628 51817 12 97629
97629 51817 13 97630
97630 51817 14 97631
97631 51817 15 97632
97632 51817 16 97633
97633 51817 17 97634
97634 51817 18 97635
97635 51817 19 97636
97636 51817 20 97637
97637 51817 21 97638
97638 51817 22 97639
97639 51817 23 97640
97640 51817 24 97641
97641 51817 25 97642
97642 51817 26 97643
97643 51817 27 97644
97644 51817 28 97645
97645 51817 29 97646
97646 51817 30 97647
97647 51817 31 97648
97648 51817 32 97649
97649 51817 33 97650
97650 51817 34 97651
97651 51817 35 97652
97652 51817 36 97653
97653 51817 37 97654
97654 51817 38 97655
97655 51817 39 97656
97656 51817 40 97657
97657 51817 41 97658
97658 51817 42 97659
97659 51817 43 97660
97660 51817 44 97661
97661 51817 45 42138
97662 1684 145 60254
97663 0 0 0
97664 14824 97 75752
97665 0 0 0
97666 2420 27 82666
97667 0 0 0
97668 25933 51 86070
97669 0 0 0
97670 42320 88 97671
97671 42320 89 97672
97672 42320 90 97673
97673 42320 91 97674
97674 42320 92 97675
97675 42320 93 97676
97676 42320 94 79954
97677 47559 66 1
97678 57898 117 65166
97679 0 0 0
97680 20948 1 97681
97681 20948 2 97682
97682 20948 3 97683
97683 20948 4 97684
97684 20948 5 97685
97685 20948 6 97686
97686 20948 7 97687
97687 20948 8 97688
97688 20948 9 97689
97689 20948 10 45402
97690 45910 24 66048
97691 0 0 0
97692 0 0 0
97693 4191 25 97694
97694 4191 26 97695
97695 4191 27 97696
97696 4191 28 97697
97697 4191 29 97698
97698 4191 30 97699
97699 4191 31 97700
97700 4191 32 97701
97701 4191 33 97702
97702 4191 34 97703
97703 4191 35 97704
97704 4191 36 97705
97705 4191 37 97706
97706 4191 38 56084
97707 35497 30 81091
97708 8438 16 86714
97709 0 0 0
97710 44153 61 35658
97711 10515 39 97712
97712 10515 40 97713
97713 10515 41 57614
97714 28553 33 97715
97715 28553 34 97716
97716 28553 35 97717
97717 28553 36 97718
97718 28553 37 97719
97719 28553 38 96706
97720 36286 55 41773
97721 0 0 0
97722 2333 1 97723
97723 2333 2 97724
97724 2333 3 97725
97725 2333 4 97726
97726 2333 5 97727
97727 2333 6 97728
97728 2333 7 97729
97729 2333 8 97730
97730 2333 9 97731
97731 2333 10 97732
97732 2333 11 97733
97733 2333 12 97734
97734 2333 13 97735
97735 2333 14 97736
97736 2333 15 97737
97737 2333 16 97738
97738 2333 17 97739
97739 2333 18 97740
97740 2333 19 97741
97741 2333 20 97742
97742 2333 21 97743
97743 2333 22 42322
97744 42582 26 87429
97745 0 0 0
97746 35121 7 97747
97747 35121 8 97748
97748 35121 9 97749
97749 35121 10 19396
97750 37202 16 51244
97751 0 0 0
97752 34979 19 99548
97753 0 0 0
97754 15089 60 97755
97755 15089 61 97756
97756 15089 62 97757
97757 15089 63 97758
97758 15089 64 97759
97759 15089 65 7982
97760 57117 69 96258
97761 18389 56 70042
97762 15385 21 65673
97763 61609 38 3594
97764 8123 1 97765
97765 8123 2 97766
97766 8123 3 97767
97767 8123 4 97768
97768 8123 5 97769
97769 8123 6 97770
97770 8123 7 97771
97771 8123 8 97772
97772 8123 9 97773
97773 8123 10 97774
97774 8123 11 97775
97775 8123 12 97776
97776 8123 13 97777
97777 8123 14 97778
97778 8123 15 97779
97779 8123 16 97780
97780 8123 17 97781
97781 8123 18 97782
97782 8123 19 97783
97783 8123 20 97784
97784 8123 21 97785
97785 8123 22 97786
97786 8123 23 97787
97787 8123 24 97788
97788 8123 25 97789
97789 8123 26 97790
97790 8123 27 97791
97791 8123 28 97792
97792 8123 29 97793
97793 8123 30 97794
97794 8123 31 97795
97795 8123 32 97796
97796 8123 33 97797
97797 8123 34 97798
97798 8123 35 97799
97799 8123 36 48229
97800 22502 88 97930
97801 0 0 0
97802 19198 88 95157
97803 26698 26 97804
97804 26698 27 97805
97805 26698 28 86076
97806 58900 35 93916
97807 0 0 0
97808 15089 75 97809
97809 15089 76 97810
97810 15089 77 97811
97811 15089 78 97812
97812 15089 79 97813
97813 15089 80 97814
97814 15089 81 97815
97815 15089 82 56750
97816 24197 56 82478
97817 0 0 0
97818 1598 41 96920
97819 0 0 0
97820 33878 122 19418
97821 0 0 0
97822 42355 100 97823
97823 42355 101 97824
97824 42355 102 97825
97825 42355 103 97826
97826 42355 104 97827
97827 42355 105 62528
97828 35096 19 55934
97829 0 0 0
97830 17745 42 64986
97831 0 0 0
97832 63068 37 92278
97833 42523 71 96661
97834 0 0 0
97835 0 0 0
97836 61964 23 18708
97837 35121 40 97838
97838 35121 41 76522
97839 15702 36 2620
97840 24173 60 71291
97841 0 0 0
97842 58900 95 36667
97843 0 0 0
97844 31933 131 29372
97845 17382 156 95065
97846 19198 66 25304
97847 42611 17 97848
97848 42611 18 97849
97849 42611 19 34858
97850 42607 10 63884
97851 63056 114 61573
97852 9084 27 61842
97853 0 0 0
97854 60727 21 97855
97855 60727 22 97856
97856 60727 23 97857
97857 60727 24 97858
97858 60727 25 97859
97859 60727 26 97860
97860 60727 27 97861
97861 60727 28 97862
97862 60727 29 97863
97863 60727 30 97864
97864 60727 31 88955
97865 31933 3 42231
97866 0 0 0
97867 0 0 0
97868 36229 19 85832
97869 8676 77 92471
97870 27451 59 64214
97871 0 0 0
97872 62511 30 77298
97873 0 0 0
97874 20857 34 15793
97875 31069 87 97876
97876 31069 88 97877
97877 31069 89 1612
97878 49138 81 81364
97879 0 0 0
97880 63899 61 90200
97881 46461 31 97882
97882 46461 32 97883
97883 46461 33 53561
97884 11956 46 97885
97885 11956 47 97886
97886 11956 48 97887
97887 11956 49 97096
97888 44153 20 21940
97889 63075 89 99588
97890 50528 125 30172
97891 0 0 0
97892 19701 100 75967
97893 0 0 0
97894 14824 101 77682
97895 0 0 0
97896 54527 29 97897
97897 54527 30 97898
97898 54527 31 97899
97899 54527 32 97900
97900 54527 33 97901
97901 54527 34 97902
97902 54527 35 97903
97903 54527 36 97904
97904 54527 37 97905
97905 54527 38 97906
97906 54527 39 97907
97907 54527 40 97908
97908 54527 41 97909
97909 54527 42 97910
97910 54527 43 97911
97911 54527 44 97912
97912 54527 45 97913
97913 54527 46 97914
97914 54527 47 97915
97915 54527 48 97916
97916 54527 49 86559
97917 33561 41 74154
97918 53857 44 6110
97919 0 0 0
97920 47099 44 97921
97921 47099 45 53233
97922 57898 42 37699
97923 0 0 0
97924 0 0 0
97925 0 0 0
97926 33141 2 70758
97927 0 0 0
97928 2420 143 5311
97929 54153 9 44648
97930 22502 89 40880
